id,Município,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
240160,Bento Fernandes,0,0,0,0,0,0,0,0,0,0,0,
240165,Bodó,0,0,0,0,0,0,0,0,0,0,0,
240170,Bom Jesus,0,0,0,0,0,0,0,0,0,0,0,
240180,Brejinho,0,0,0,0,0,0,0,0,0,0,0,
240185,Caiçara do Norte,0,0,0,0,0,0,0,0,0,0,0,
240190,Caiçara do Rio do Vento,0,0,0,0,0,0,0,0,0,0,0,
240200,Caicó,0,0,0,0,0,0,0,0,0,0,0,
240210,Campo Redondo,0,0,0,0,0,0,0,0,0,0,0,
240220,Canguaretama,0,0,0,0,0,0,0,0,0,0,0,
240230,Caraúbas,51,0,0,0,0,0,0,0,0,0,0,
240240,Carnaúba dos Dantas,0,0,0,0,0,0,0,0,0,0,0,
240250,Carnaubais,0,0,0,0,0,0,0,0,0,0,0,
240260,Ceará-Mirim,0,0,0,0,0,0,0,0,0,0,0,
240270,Cerro Corá,0,0,0,0,0,0,0,0,0,0,0,
240280,Coronel Ezequiel,0,0,185,0,0,0,0,0,0,0,0,
240290,Coronel João Pessoa,0,0,0,0,0,0,0,0,0,0,0,
240300,Cruzeta,0,0,0,0,0,0,0,0,0,0,0,
240310,Currais Novos,0,0,0,0,0,0,0,0,0,0,0,
240320,Doutor Severiano,0,0,0,0,0,0,0,0,0,0,0,
240330,Encanto,0,0,0,191,0,0,0,0,0,0,0,
240340,Equador,0,0,0,0,0,0,0,0,0,0,0,
240350,Espírito Santo,0,0,0,0,0,0,0,0,0,0,0,
240360,Extremoz,0,0,0,0,0,0,0,0,0,0,0,
240370,Felipe Guerra,0,0,0,0,0,0,0,0,0,0,0,
240375,Fernando Pedroza,0,0,0,0,0,0,0,0,0,0,0,
240380,Florânia,0,0,0,0,0,0,0,0,0,0,0,
240390,Francisco Dantas,0,0,0,0,0,0,0,0,0,0,0,
240400,Frutuoso Gomes,0,0,0,0,0,0,0,0,0,0,0,
240410,Galinhos,0,0,0,0,0,0,0,0,0,0,0,
240420,Goianinha,49,0,0,0,0,0,0,0,0,0,0,
240430,Governador Dix-Sept Rosado,0,0,0,0,0,0,0,0,0,0,0,
240440,Grossos,0,0,0,0,0,0,0,99,0,0,0,
240450,Guamaré,0,0,0,0,0,0,0,0,0,0,0,
240460,Ielmo Marinho,0,0,0,0,0,0,0,0,0,0,0,
240470,Ipanguaçu,0,0,0,0,0,0,0,0,0,0,0,
240480,Ipueira,0,0,0,0,0,0,0,0,0,0,0,
240485,Itajá,0,0,0,0,0,0,0,0,0,0,0,
240490,Itaú,0,0,0,0,0,0,0,0,0,0,0,
240500,Jaçanã,0,0,0,0,0,0,0,0,0,0,0,
240510,Jandaíra,0,0,0,0,0,0,0,0,0,0,0,
240520,Janduís,0,0,0,0,0,0,0,0,0,0,0,
240530,Januário Cicco,0,0,0,0,0,0,0,0,0,0,0,
240540,Japi,0,0,0,0,0,0,0,0,0,0,0,
240550,Jardim de Angicos,0,0,0,0,0,0,0,0,0,0,0,
240560,Jardim de Piranhas,0,0,0,0,0,0,0,0,0,0,0,
240570,Jardim do Seridó,0,0,0,0,0,0,0,0,0,0,0,
240580,João Câmara,0,0,0,0,0,0,0,0,0,0,0,
240590,João Dias,0,0,0,0,0,0,0,0,0,0,0,
240600,José da Penha,0,0,0,0,0,0,0,0,0,0,0,
240610,Jucurutu,0,0,0,0,0,0,0,0,0,0,0,
240615,Jundiá,0,0,0,0,0,0,0,0,0,0,0,
240620,Lagoa d'Anta,0,0,0,0,0,0,0,0,0,0,0,
240630,Lagoa de Pedras,0,0,0,0,0,0,0,0,0,0,0,
240640,Lagoa de Velhos,0,0,0,0,0,0,0,0,0,0,0,
240650,Lagoa Nova,0,0,0,0,0,0,0,0,0,0,0,
240660,Lagoa Salgada,0,0,0,0,0,0,0,0,0,0,0,
240670,Lajes,0,0,0,0,0,0,0,0,0,0,0,
240680,Lajes Pintadas,0,0,0,0,0,0,0,0,0,0,0,
240690,Lucrécia,0,0,0,0,0,0,0,0,0,0,0,
240700,Luís Gomes,205,497,591,208,104,413,0,198,0,0,98,
240710,Macaíba,0,0,0,0,0,0,0,0,0,0,0,
240720,Macau,0,0,0,0,0,0,0,0,0,0,0,
240725,Major Sales,0,0,275,0,0,0,0,0,0,0,0,
240730,Marcelino Vieira,0,0,0,0,0,0,0,0,0,0,0,
240740,Martins,0,0,0,0,0,0,0,0,0,0,0,
240750,Maxaranguape,0,0,0,0,0,0,0,0,0,0,0,
240760,Messias Targino,0,0,0,0,0,0,0,0,0,0,0,
240770,Montanhas,0,0,0,0,0,0,0,0,0,0,0,
240780,Monte Alegre,0,0,0,0,0,0,0,0,0,0,0,
240790,Monte das Gameleiras,0,0,0,0,0,0,0,0,0,0,0,
240800,Mossoró,0,0,0,0,4,0,0,0,0,0,0,
240810,Natal,1,0,0,0,0,0,0,1,0,0,0,
240820,Nísia Floresta,0,0,0,0,0,0,0,0,38,0,0,
240830,Nova Cruz,0,0,0,0,0,0,0,0,0,0,0,
240840,Olho-d'Água do Borges,0,0,0,0,0,0,0,0,0,0,0,
240850,Ouro Branco,0,0,0,0,0,0,0,0,0,0,0,
240860,Paraná,0,0,0,0,0,0,0,0,0,0,0,
240870,Paraú,0,0,0,0,0,0,0,0,0,0,0,
240880,Parazinho,0,0,0,0,0,0,0,0,0,0,0,
240890,Parelhas,0,0,0,0,0,0,0,0,0,0,0,
240325,Parnamirim,0,0,0,0,0,0,0,0,0,0,0,
240910,Passa e Fica,0,0,0,0,0,0,0,0,0,0,0,
240920,Passagem,0,0,0,0,0,0,0,0,0,0,0,
240930,Patu,0,0,0,0,0,0,0,0,0,0,0,
240940,Pau dos Ferros,0,0,0,0,0,0,0,0,0,0,33,
240950,Pedra Grande,0,0,0,0,0,0,0,0,0,0,0,
240960,Pedra Preta,0,0,0,0,0,0,0,0,0,0,0,
240970,Pedro Avelino,0,0,0,0,0,0,0,0,0,0,0,
240980,Pedro Velho,0,0,0,0,0,0,0,0,0,0,67,
240990,Pendências,0,0,0,0,0,0,0,0,0,0,0,
241000,Pilões,0,0,0,0,0,0,0,0,0,0,0,
241010,Poço Branco,0,0,0,0,0,0,0,0,0,0,0,
241020,Portalegre,0,0,0,0,0,0,0,0,0,0,0,
241025,Porto do Mangue,0,0,0,0,0,0,0,0,0,0,0,
241030,Presidente Juscelino,0,0,0,0,0,0,0,0,0,0,0,
241040,Pureza,0,0,0,0,0,0,0,0,0,0,0,
241050,Rafael Fernandes,0,0,0,0,0,0,0,0,0,0,0,
241060,Rafael Godeiro,0,0,0,0,0,0,0,0,0,0,0,
241070,Riacho da Cruz,0,0,0,0,0,0,0,0,0,0,0,
241080,Riacho de Santana,0,0,0,0,0,0,0,0,0,0,0,
241090,Riachuelo,0,0,0,0,0,0,0,0,0,0,0,
240895,Rio do Fogo,0,0,0,0,0,0,0,0,0,0,0,
241100,Rodolfo Fernandes,0,0,0,0,0,0,0,0,0,0,0,
241110,Ruy Barbosa,0,0,0,0,0,0,0,0,0,0,0,
241120,Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,
240933,Santa Maria,0,0,0,0,0,0,0,0,0,0,0,
241140,Santana do Matos,0,0,0,0,0,0,0,0,0,0,0,
241142,Santana do Seridó,0,0,0,0,0,0,0,0,0,0,0,
241150,Santo Antônio,0,0,0,0,0,0,0,0,0,0,0,
241160,São Bento do Norte,0,0,0,0,0,0,0,0,0,0,0,
241170,São Bento do Trairí,0,0,0,0,0,0,0,0,0,0,0,
241180,São Fernando,0,0,0,0,0,0,0,0,0,0,0,
241190,São Francisco do Oeste,0,0,0,0,0,0,0,0,0,0,0,
241200,São Gonçalo do Amarante,0,0,0,0,0,0,0,0,0,0,0,
241210,São João do Sabugi,0,0,0,0,0,0,0,0,0,0,0,
241220,São José de Mipibu,0,0,0,0,0,0,0,0,0,0,0,
241230,São José do Campestre,0,0,0,0,0,0,0,0,0,0,0,
241240,São José do Seridó,0,0,0,0,0,0,0,0,0,0,0,
241250,São Miguel,89,0,1738,2708,179,0,0,43,0,0,0,
241255,São Miguel do Gostoso,0,0,0,0,0,0,0,0,0,0,0,
241260,São Paulo do Potengi,0,0,0,0,0,0,0,0,0,0,0,
241270,São Pedro,0,0,0,0,0,0,0,0,0,0,0,
241280,São Rafael,0,0,0,0,0,0,0,0,0,0,0,
241290,São Tomé,0,0,0,0,0,0,0,0,0,0,0,
241300,São Vicente,0,0,0,0,0,0,0,0,0,0,0,
241310,Senador Elói de Souza,0,0,0,0,0,0,0,0,0,0,0,
241320,Senador Georgino Avelino,0,0,0,0,0,0,0,0,0,0,0,
241330,Serra de São Bento,0,0,0,0,0,0,0,0,0,0,0,
241335,Serra do Mel,0,0,0,0,0,0,0,0,0,0,0,
241340,Serra Negra do Norte,0,0,0,0,0,0,0,0,0,0,0,
241350,Serrinha,0,0,0,0,0,0,0,0,0,0,0,
241355,Serrinha dos Pintos,0,0,0,0,0,0,0,0,0,0,0,
241360,Severiano Melo,0,0,0,0,0,0,0,0,0,0,0,
241370,Sítio Novo,0,0,0,0,0,0,0,0,0,0,0,
241380,Taboleiro Grande,0,0,0,0,0,0,0,0,0,0,0,
241390,Taipu,0,0,0,0,0,0,0,0,0,0,0,
241400,Tangará,0,0,0,0,0,0,0,0,0,0,0,
241410,Tenente Ananias,0,0,0,0,0,0,0,0,0,0,0,
241415,Tenente Laurentino Cruz,0,0,0,0,0,0,0,0,0,0,0,
241105,Tibau,0,0,0,0,0,0,0,0,0,0,0,
241420,Tibau do Sul,0,0,0,0,0,0,0,0,0,0,0,
241430,Timbaúba dos Batistas,0,0,0,0,0,0,0,0,0,0,0,
241440,Touros,0,0,0,0,0,0,0,0,0,0,0,
241445,Triunfo Potiguar,0,0,0,0,0,0,0,0,0,0,0,
241450,Umarizal,0,0,0,0,0,0,0,0,0,0,0,
241460,Upanema,0,0,0,0,0,0,0,0,0,0,0,
241470,Várzea,0,0,0,0,0,0,0,0,0,0,0,
241475,Venha-Ver,0,0,2215,4187,0,0,0,0,0,0,0,
241480,Vera Cruz,0,0,0,0,0,0,0,0,0,0,0,
241490,Viçosa,0,0,0,0,0,0,0,0,0,0,0,
241500,Vila Flor,0,0,0,0,0,0,0,0,0,0,0,
240000,Município ignorado - RN,0,0,0,0,0,0,0,0,0,0,0,
250010,Água Branca,0,0,0,0,0,0,0,0,0,0,0,
250020,Aguiar,0,0,0,0,0,0,0,0,0,0,0,
250030,Alagoa Grande,36,212,533,211,7,141,0,139,977,21,35,
250040,Alagoa Nova,47,558,101,254,304,202,296,98,98,34,193,
250050,Alagoinha,0,149,297,0,0,218,0,7,14,0,0,
250053,Alcantil,0,0,0,0,0,0,0,0,0,0,0,
250057,Algodão de Jandaíra,0,0,0,0,0,0,0,0,0,0,0,
250060,Alhandra,0,0,0,0,0,0,0,0,0,0,0,
250073,Amparo,0,0,0,0,0,0,0,0,0,0,0,
250077,Aparecida,0,0,0,0,0,0,0,0,0,0,0,
250080,Araçagi,0,0,0,0,0,0,0,0,0,0,0,
250090,Arara,0,0,0,0,0,0,76,0,0,0,0,
250100,Araruna,0,0,0,0,0,0,0,0,0,0,0,
250110,Areia,20,156,78,336,85,684,213,215,303,87,307,
250115,Areia de Baraúnas,0,0,0,0,0,0,0,0,0,0,0,
250120,Areial,0,0,0,0,0,0,0,0,0,0,0,
250130,Aroeiras,0,0,0,0,0,0,0,0,0,0,0,
250135,Assunção,0,0,0,0,0,0,0,0,0,0,0,
250140,Baía da Traição,0,0,0,0,0,0,0,0,0,0,441,
250150,Bananeiras,231,0,45,92,0,0,0,47,47,0,0,
250153,Baraúna,0,0,0,0,0,0,0,0,0,0,0,
250160,Barra de Santa Rosa,0,0,0,0,0,0,0,0,0,0,0,
250157,Barra de Santana,0,0,0,0,0,0,0,0,0,0,0,
250170,Barra de São Miguel,0,0,0,0,0,0,0,0,0,0,0,
250180,Bayeux,0,0,0,0,0,0,0,0,0,0,0,
250190,Belém,0,0,0,117,0,0,0,0,0,0,0,
250200,Belém do Brejo do Cruz,0,0,0,0,0,279,0,0,0,0,0,
250205,Bernardino Batista,0,0,0,0,0,0,0,0,0,0,0,
250210,Boa Ventura,0,0,0,0,0,0,0,0,0,0,0,
250215,Boa Vista,0,0,0,0,0,0,0,0,0,0,0,
250220,Bom Jesus,0,0,0,0,0,0,0,0,0,0,0,
250230,Bom Sucesso,0,0,0,0,0,0,0,0,0,0,0,
250240,Bonito de Santa Fé,0,0,0,0,0,0,0,0,0,0,0,
250250,Boqueirão,0,0,0,0,0,0,0,0,0,0,0,
250270,Borborema,0,0,0,196,195,0,0,0,559,0,0,
250280,Brejo do Cruz,0,0,0,0,0,0,0,0,0,0,0,
250290,Brejo dos Santos,0,0,0,0,0,0,0,0,0,0,0,
250300,Caaporã,52,0,0,0,0,0,0,0,0,0,0,
250310,Cabaceiras,0,0,0,0,0,0,0,0,0,0,0,
250320,Cabedelo,0,0,0,0,0,0,0,0,0,0,0,
250330,Cachoeira dos Índios,0,0,0,0,0,0,0,0,0,0,0,
250340,Cacimba de Areia,0,0,0,0,0,0,0,0,0,0,0,
250350,Cacimba de Dentro,0,0,0,0,0,0,0,0,0,0,0,
250355,Cacimbas,0,0,0,0,0,0,0,0,0,0,0,
250360,Caiçara,0,0,0,0,0,0,0,0,0,0,0,
250370,Cajazeiras,0,0,0,0,0,17,0,16,16,0,0,
250375,Cajazeirinhas,0,0,0,0,0,0,0,0,0,0,0,
250380,Caldas Brandão,0,0,0,0,0,0,0,0,0,0,0,
250390,Camalaú,0,0,0,0,0,0,0,0,0,0,0,
250400,Campina Grande,3,0,5,0,0,0,5,0,0,2,0,
251640,Campo de Santana,0,0,0,0,0,0,0,0,0,0,0,
250403,Capim,0,0,0,0,0,0,0,0,0,0,0,
250407,Caraúbas,0,0,0,0,0,0,0,0,0,0,0,
250410,Carrapateira,0,0,0,0,0,0,0,0,0,0,0,
250415,Casserengue,0,0,0,0,0,0,0,0,0,0,0,
250420,Catingueira,0,0,0,0,0,0,0,0,0,0,0,
250430,Catolé do Rocha,0,0,0,0,0,0,0,0,0,0,0,
250435,Caturité,0,0,0,0,0,0,0,0,0,0,0,
250440,Conceição,0,0,0,0,0,0,0,0,0,0,0,
250450,Condado,0,0,0,0,0,0,0,0,0,0,0,
250460,Conde,0,0,48,0,46,0,0,0,0,0,0,
250470,Congo,0,0,0,0,0,0,0,0,0,0,0,
250480,Coremas,0,0,0,0,0,0,0,0,0,0,0,
250485,Coxixola,0,0,0,0,0,0,0,0,0,0,0,
250490,Cruz do Espírito Santo,0,0,0,62,0,0,0,0,0,0,0,
250500,Cubati,0,0,0,0,0,0,0,0,0,0,0,
250510,Cuité,0,0,0,0,0,0,0,0,0,0,0,
250523,Cuité de Mamanguape,0,0,0,0,0,0,0,0,0,0,0,
250520,Cuitegi,0,0,138,29,0,0,0,146,0,0,0,
250527,Curral de Cima,0,0,0,0,0,0,0,0,0,0,0,
250530,Curral Velho,0,0,0,0,0,0,0,0,0,0,0,
250535,Damião,0,0,0,0,0,0,0,0,0,0,0,
250540,Desterro,0,0,0,0,0,0,0,0,0,0,0,
250560,Diamante,0,0,0,0,0,0,0,0,0,0,0,
250570,Dona Inês,0,0,0,0,0,0,0,0,0,0,0,
250580,Duas Estradas,0,0,0,0,0,0,0,0,0,0,0,
250590,Emas,0,0,0,0,0,0,0,0,0,0,0,
250600,Esperança,0,0,0,0,0,0,0,0,0,0,0,
250610,Fagundes,0,0,0,88,0,0,0,0,0,0,0,
250620,Frei Martinho,0,0,0,0,0,0,0,0,0,0,0,
250625,Gado Bravo,0,0,0,0,0,0,0,0,0,0,0,
250630,Guarabira,0,0,0,18,0,0,0,0,0,0,0,
250640,Gurinhém,0,0,0,0,0,0,0,0,0,0,0,
250650,Gurjão,0,0,0,0,0,0,0,0,0,0,0,
250660,Ibiara,0,0,0,0,0,0,0,0,0,0,0,
250260,Igaracy,0,0,0,0,0,0,0,0,0,0,0,
250670,Imaculada,0,0,0,0,0,0,0,0,0,0,0,
250680,Ingá,0,0,0,0,0,0,0,0,55,0,0,
250690,Itabaiana,0,0,0,0,0,0,0,0,0,0,0,
250700,Itaporanga,0,0,0,0,0,0,0,0,0,0,0,
250710,Itapororoca,0,0,0,0,0,0,0,0,0,0,0,
250720,Itatuba,0,0,0,0,0,0,0,0,0,0,0,
250730,Jacaraú,0,0,0,0,0,0,0,0,0,0,0,
250740,Jericó,0,0,0,0,0,0,0,0,0,0,0,
250750,João Pessoa,0,3,4,1,0,0,0,1,3,0,0,
250760,Juarez Távora,0,0,0,0,0,0,0,0,0,0,0,
250770,Juazeirinho,0,0,0,0,0,0,0,0,0,0,0,
250780,Junco do Seridó,0,0,0,0,0,0,0,0,0,0,0,
250790,Juripiranga,0,0,0,0,0,0,0,0,0,0,0,
250800,Juru,0,0,0,0,0,0,0,0,0,0,0,
250810,Lagoa,0,0,0,0,0,0,0,0,0,0,0,
250820,Lagoa de Dentro,0,0,0,0,0,0,0,0,0,0,0,
250830,Lagoa Seca,4,39,0,193,0,76,75,37,11,146,73,
250840,Lastro,0,0,0,0,0,0,0,0,0,0,0,
250850,Livramento,0,0,0,0,0,0,0,0,0,0,0,
250855,Logradouro,0,0,0,0,0,0,0,0,0,0,0,
250860,Lucena,0,0,0,0,0,0,0,0,0,0,0,
250870,Mãe d'Água,0,0,0,0,0,0,0,0,0,0,0,
250880,Malta,0,0,0,0,0,0,0,0,0,0,0,
250890,Mamanguape,0,0,24,0,0,0,0,0,23,0,0,
250900,Manaíra,0,0,0,0,0,0,0,0,0,0,0,
250905,Marcação,0,0,0,131,0,0,0,0,0,0,233,
250910,Mari,0,0,47,0,0,0,0,0,0,0,0,
250915,Marizópolis,0,0,0,0,0,0,0,0,0,0,0,
250920,Massaranduba,0,0,0,155,0,0,0,0,0,73,0,
250930,Mataraca,0,0,0,0,0,0,0,0,0,0,0,
250933,Matinhas,0,1397,464,1854,461,3443,0,447,889,0,661,
250937,Mato Grosso,0,0,0,0,0,0,0,0,0,0,0,
250939,Maturéia,0,0,0,0,0,0,0,0,0,0,0,
250940,Mogeiro,0,0,0,0,0,0,0,0,0,0,0,
250950,Montadas,0,0,0,0,0,0,0,0,0,0,0,
250960,Monte Horebe,0,0,0,0,0,0,0,0,0,0,0,
250970,Monteiro,0,0,0,0,0,0,0,0,0,0,0,
250980,Mulungu,0,0,0,0,0,0,0,0,0,0,0,
250990,Natuba,0,0,0,0,0,0,96,0,0,0,0,
251000,Nazarezinho,0,138,0,0,0,0,0,0,0,0,0,
251010,Nova Floresta,0,0,0,0,0,0,0,0,0,0,0,
251020,Nova Olinda,0,0,0,0,0,0,0,0,0,0,0,
251030,Nova Palmeira,0,0,0,0,0,0,0,0,0,0,0,
251040,Olho d'Água,0,0,0,0,0,0,0,0,0,0,0,
251050,Olivedos,0,0,0,0,0,0,0,0,0,0,0,
251060,Ouro Velho,0,0,0,0,0,0,0,0,0,0,0,
251065,Parari,803,0,0,0,0,0,0,0,0,0,0,
251070,Passagem,0,0,0,0,0,0,0,0,0,0,0,
251080,Patos,0,0,0,0,0,0,0,0,0,0,0,
251090,Paulista,0,0,0,0,0,0,0,0,0,0,0,
251100,Pedra Branca,0,0,0,0,0,0,0,0,0,0,0,
251110,Pedra Lavrada,0,0,0,0,0,0,0,0,0,0,0,
251120,Pedras de Fogo,0,0,0,0,0,0,0,0,0,0,0,
251272,Pedro Régis,0,0,0,0,0,0,0,0,0,0,0,
251130,Piancó,0,0,0,0,0,0,63,0,0,0,0,
251140,Picuí,0,0,0,0,0,0,0,0,54,0,0,
251150,Pilar,0,0,0,0,0,0,0,0,85,0,0,
251160,Pilões,1009,56,1273,2293,434,0,0,0,297,0,151,
251170,Pilõezinhos,0,183,183,194,0,0,0,0,0,0,0,
251180,Pirpirituba,489,0,0,97,0,0,0,0,95,0,0,
251190,Pitimbu,0,0,0,0,0,0,0,0,0,0,0,
251200,Pocinhos,0,0,0,0,0,58,0,0,0,0,0,
251203,Poço Dantas,0,0,247,267,267,0,0,0,0,0,0,
251207,Poço de José de Moura,0,0,0,0,0,0,0,0,0,0,0,
251210,Pombal,0,0,0,0,0,0,0,0,0,0,0,
251220,Prata,0,0,0,0,0,0,0,0,0,0,0,
251230,Princesa Isabel,52,0,0,0,0,0,0,0,0,0,0,
251240,Puxinanã,0,0,0,0,0,0,0,0,0,0,0,
251250,Queimadas,0,0,0,0,0,0,0,0,0,0,23,
251260,Quixabá,0,0,0,0,0,0,0,0,0,0,0,
251270,Remígio,0,0,0,0,0,0,0,0,0,0,0,
251274,Riachão,0,0,0,0,0,0,0,0,0,0,0,
251275,Riachão do Bacamarte,0,0,0,0,0,0,0,0,0,0,0,
251276,Riachão do Poço,0,0,0,0,0,0,0,0,0,0,0,
251278,Riacho de Santo Antônio,0,0,0,0,0,0,0,0,0,0,0,
251280,Riacho dos Cavalos,0,0,0,0,0,0,0,0,0,0,0,
251290,Rio Tinto,0,42,0,0,0,0,0,0,0,0,0,
251300,Salgadinho,0,0,0,0,0,0,0,0,0,0,0,
251310,Salgado de São Félix,0,0,0,0,0,0,0,0,0,0,0,
251315,Santa Cecília,0,0,0,0,0,0,0,0,0,0,0,
251320,Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,
251330,Santa Helena,0,0,0,0,0,0,0,0,0,0,0,
251335,Santa Inês,0,0,0,0,0,0,0,0,0,0,0,
251340,Santa Luzia,0,0,0,0,0,0,0,0,0,0,0,
251370,Santa Rita,0,0,0,0,0,0,23,0,7,0,0,
251380,Santa Teresinha,0,0,0,0,0,0,0,0,0,0,0,
251350,Santana de Mangueira,0,0,0,0,0,0,0,0,0,0,0,
251360,Santana dos Garrotes,0,0,0,0,0,0,0,0,0,0,0,
251365,Santarém,0,0,0,0,0,0,0,0,0,0,0,
251385,Santo André,0,0,0,0,0,0,0,0,0,0,0,
251392,São Bentinho,0,0,0,0,0,0,0,0,0,0,0,
251390,São Bento,34,0,0,0,0,0,0,0,0,0,0,
251396,São Domingos,0,0,0,0,0,0,0,0,0,0,0,
251394,São Domingos do Cariri,0,0,0,0,0,0,0,0,0,0,0,
251398,São Francisco,0,0,0,0,0,0,0,0,0,0,0,
251400,São João do Cariri,0,0,0,0,0,0,0,0,0,0,0,
250070,São João do Rio do Peixe,0,0,0,0,0,0,0,0,0,0,0,
251410,São João do Tigre,0,0,0,0,0,0,0,0,0,0,0,
251420,São José da Lagoa Tapada,0,0,0,0,0,0,0,0,0,0,0,
251430,São José de Caiana,0,0,0,0,0,0,0,0,0,0,0,
251440,São José de Espinharas,204,0,0,0,0,0,0,0,0,0,0,
251450,São José de Piranhas,0,0,0,0,0,0,0,0,0,0,0,
251455,São José de Princesa,0,0,0,0,0,0,0,0,0,0,0,
251460,São José do Bonfim,0,0,0,0,0,0,0,0,0,0,0,
251465,São José do Brejo do Cruz,0,0,0,0,0,0,0,0,0,0,0,
251470,São José do Sabugi,0,0,0,0,0,0,0,0,0,0,0,
251480,São José dos Cordeiros,0,0,0,0,0,0,0,0,0,0,0,
251445,São José dos Ramos,0,0,0,0,0,0,0,0,0,0,0,
251490,São Mamede,0,0,0,0,0,0,0,0,0,0,0,
251500,São Miguel de Taipu,0,0,0,0,0,0,0,0,0,0,0,
251510,São Sebastião de Lagoa de Roça,0,0,0,0,0,0,0,0,0,0,0,
251520,São Sebastião do Umbuzeiro,0,0,0,0,0,0,0,0,0,0,0,
251530,Sapé,0,0,0,0,0,0,0,0,0,0,0,
251540,Seridó,0,0,0,0,0,0,0,0,0,0,0,
251550,Serra Branca,0,0,0,0,0,0,0,0,0,0,0,
251560,Serra da Raiz,319,0,0,0,0,0,0,0,0,0,0,
251570,Serra Grande,0,0,0,0,0,0,0,0,0,0,0,
251580,Serra Redonda,0,0,0,0,0,0,0,0,0,0,0,
251590,Serraria,606,0,0,641,0,0,0,0,0,0,0,
251593,Sertãozinho,0,0,0,0,0,0,0,0,0,0,0,
251597,Sobrado,0,0,0,0,0,0,0,0,0,0,0,
251600,Solânea,0,0,0,0,0,0,0,0,0,0,0,
251610,Soledade,0,0,0,0,0,0,0,0,0,0,0,
251615,Sossêgo,0,0,0,0,0,0,0,0,0,0,0,
251620,Sousa,16,0,0,0,0,0,0,0,15,0,0,
251630,Sumé,0,0,0,0,0,0,0,0,0,0,0,
251650,Taperoá,0,0,0,0,0,0,0,0,0,0,0,
251660,Tavares,0,0,69,0,0,0,0,0,0,0,0,
251670,Teixeira,0,0,0,0,0,0,0,0,0,0,0,
251675,Tenório,0,0,0,0,0,0,0,0,0,0,0,
251680,Triunfo,0,0,0,0,0,0,0,0,0,0,0,
251690,Uiraúna,0,135,0,0,0,0,66,0,0,0,0,
251700,Umbuzeiro,0,0,0,0,0,0,0,0,0,0,0,
251710,Várzea,0,0,0,0,0,0,0,0,0,0,0,
251720,Vieirópolis,0,0,0,0,0,0,0,0,0,0,0,
250550,Vista Serrana,0,0,0,0,0,0,0,0,0,0,0,
251740,Zabelê,0,0,0,0,0,0,0,0,0,0,0,
250000,Município ignorado - PB,0,0,0,0,0,0,0,0,0,0,0,
260005,Abreu e Lima,0,0,31,95,21,1,31,1,3,0,0,
260010,Afogados da Ingazeira,0,0,0,0,0,0,0,0,0,0,0,
260020,Afrânio,0,0,0,0,0,0,0,0,0,0,0,
260030,Agrestina,47,0,0,88,0,43,0,0,0,0,41,
260040,Água Preta,169,0,13,151,149,178,114,57,308,28,55,
260050,Águas Belas,0,0,0,0,0,0,0,0,0,0,0,
260060,Alagoinha,0,0,0,73,0,0,0,0,0,0,0,
260070,Aliança,0,0,28,27,53,0,0,0,0,26,0,
260080,Altinho,505,0,89,0,224,0,0,0,44,0,0,
260090,Amaraji,645,0,98,228,318,182,133,0,88,132,396,
260100,Angelim,0,0,0,0,0,0,0,0,0,0,0,
260105,Araçoiaba,61,0,343,11,381,107,52,0,0,10,99,
260110,Araripina,0,0,25,26,13,13,0,0,0,0,0,
260120,Arcoverde,0,0,0,0,0,0,0,0,0,0,0,
260130,Barra de Guabiraba,0,0,0,0,0,0,0,0,0,0,0,
260140,Barreiros,0,0,0,0,0,0,0,0,0,0,0,
260150,Belém de Maria,104,0,103,0,0,0,0,0,0,0,167,
260160,Belém de São Francisco,0,0,0,0,0,0,0,0,0,0,0,
260170,Belo Jardim,592,0,338,387,248,219,8,93,8,224,224,
260180,Betânia,0,0,0,0,0,0,0,0,0,0,0,
260190,Bezerros,0,0,0,0,0,0,17,0,17,0,33,
260200,Bodocó,0,0,0,85,28,28,0,108,27,0,26,
260210,Bom Conselho,46,0,66,44,22,22,21,21,147,63,41,
260220,Bom Jardim,179,0,24,53,53,26,0,77,0,51,26,
260230,Bonito,972,0,147,53,16,107,52,341,105,394,131,
260240,Brejão,0,0,0,0,0,0,0,0,0,0,0,
260250,Brejinho,0,0,0,0,0,0,0,0,0,0,0,
260260,Brejo da Madre de Deus,124,0,189,221,197,13,0,0,0,2,0,
260270,Buenos Aires,0,0,0,0,0,0,77,0,0,0,0,
260280,Buíque,0,0,0,0,0,0,0,0,0,0,0,
260290,Cabo de Santo Agostinho,159,0,128,7,16,11,0,5,0,0,103,
260300,Cabrobó,35,0,33,0,0,0,0,0,3,0,0,
260310,Cachoeirinha,0,0,0,0,0,52,0,0,0,0,0,
260320,Caetés,0,0,0,0,0,0,0,0,0,0,0,
260330,Calçado,0,0,0,0,0,0,0,0,0,0,0,
260340,Calumbi,0,0,0,0,0,0,0,0,0,0,0,
260345,Camaragibe,0,0,0,0,0,14,0,0,13,9,26,
260350,Camocim de São Félix,0,0,0,0,0,0,0,0,0,0,0,
260360,Camutanga,0,0,0,0,0,0,0,0,0,0,0,
260370,Canhotinho,0,0,8,41,0,0,0,8,242,0,0,
